Date,Open,High,Low,Close,Volume,Market.Cap,Coin,Delta
6/8/2017,140.82,146.1,139.47,145.03,"29,049,200","1,034,920,000",DASH,0.029738127
6/7/2017,145.25,153.76,138.17,140.36,"44,240,500","1,067,130,000",DASH,0.044526902
6/6/2017,145.43,147.96,134.27,145.19,"66,883,600","1,068,210,000",DASH,-0.018996701
6/5/2017,143.41,145.86,142,144.92,"40,209,200","1,053,050,000",DASH,-0.036939891
6/4/2017,143.88,143.89,140.43,143.35,"28,248,800","1,055,520,000",DASH,-0.028234795
6/3/2017,145.28,148.42,142.8,144.29,"39,144,000","1,065,460,000",DASH,0.191791138
6/2/2017,137.08,145.88,136.33,145.29,"39,172,500","1,005,050,000",DASH,0.018841323
6/1/2017,136.47,147.94,131.64,136.08,"46,692,500","1,000,300,000",DASH,0.092980984
5/31/2017,121.85,141.84,117.98,135.97,"59,781,000","892,886,000",DASH,-0.0070794
5/30/2017,117.17,127,115.4,121.13,"42,919,400","858,404,000",DASH,-0.00166228
5/29/2017,107.93,119.2,105.64,117.26,"35,802,200","790,454,000",DASH,0.047439431
5/28/2017,100.42,115.58,100.42,108.14,"39,651,700","735,254,000",DASH,-0.032171958
5/27/2017,113.35,117.76,89.05,99.2,"39,936,600","829,763,000",DASH,0.005222301
5/26/2017,118.61,139.46,110.03,112.94,"45,411,400","868,031,000",DASH,-0.008393956
5/25/2017,143.2,145.14,118.68,119.63,"60,488,800","1,047,690,000",DASH,-0.010113605
5/24/2017,139.1,157.09,139.1,144.63,"47,161,500","1,017,440,000",DASH,-0.006597031
5/23/2017,120.38,144.18,117.86,138.07,"51,407,800","880,270,000",DASH,-0.037022346
5/22/2017,101.67,146.8,96.29,120.73,"76,089,200","743,266,000",DASH,0.00424854
5/21/2017,100.72,102.35,98.01,102.03,"19,898,000","736,086,000",DASH,0.003596643
5/20/2017,98.83,105.87,98.69,100.77,"22,378,100","722,090,000",DASH,0.059313656
5/19/2017,89.87,101.1,88.77,98.98,"25,889,600","656,468,000",DASH,-0.025340862
5/18/2017,83.21,89.8,83.21,89.73,"14,126,000","607,656,000",DASH,0.065638767
5/17/2017,85.64,85.79,81.89,83.26,"15,847,600","625,221,000",DASH,0.120079064
5/16/2017,91.68,91.68,85.09,85.59,"14,638,900","669,083,000",DASH,-0.012561175
5/15/2017,89.88,91.9,84.6,91.49,"15,672,900","655,801,000",DASH,-0.052834852
5/14/2017,89.56,90.97,88.53,89.8,"12,006,000","653,270,000",DASH,-0.045722714
5/13/2017,86.75,89.75,83.5,89.35,"14,419,400","632,643,000",DASH,0.025272397
5/12/2017,91.8,92.43,85.88,86.8,"15,467,900","669,279,000",DASH,-0.004212427
5/11/2017,91.62,93.94,90.14,91.54,"15,996,300","667,796,000",DASH,-0.106380121
5/10/2017,92.89,97.19,89.82,91.52,"17,906,900","676,854,000",DASH,0.075954861
5/9/2017,101.12,103.81,82.49,93.3,"33,359,200","736,626,000",DASH,0.089088616
5/8/2017,106.55,107.04,95.46,101.1,"26,320,700","775,962,000",DASH,0.088665609
5/7/2017,99.53,111.68,98.42,106.28,"30,297,200","724,648,000",DASH,-0.163932025
5/6/2017,99.18,101.57,97.44,99.76,"17,201,700","721,874,000",DASH,-0.076716016
5/5/2017,92.87,105.36,92.87,99.01,"29,039,200","675,223,000",DASH,-0.057854358
5/4/2017,90.12,96.7,90.06,92.8,"26,417,800","655,081,000",DASH,-0.05697702
5/3/2017,86.24,90.46,84,90.08,"18,749,400","626,662,000",DASH,-0.038943293
5/2/2017,87.91,89.42,83.4,86.24,"14,430,400","638,649,000",DASH,0.042833412
5/1/2017,91.5,96.37,84.92,88.12,"22,978,900","664,545,000",DASH,-0.08512229
4/30/2017,94.21,97.13,88.8,91.55,"19,963,300","684,050,000",DASH,-0.007210264
4/29/2017,79.67,100.46,79.67,94.95,"39,496,900","578,278,000",DASH,-0.027325222
4/28/2017,78.02,80.93,77.32,79.49,"16,201,200","566,202,000",DASH,-0.042429612
